OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,2331,4906,435,565,7606,4642,6558,444,1700,2439
+,5176,1172,2518,9091,1216,2950,3241,2449,1307,3134
-,530,0,0,0,0,0,0,0,0,0
+,8795,7909,4489,6324,2792,8671,3088,6658,4553,459
+,9298,8282,8835,4190,8967,7040,6490,6331,5893,2352
+,9005,3202,6638,1098,6055,2138,5732,7303,731,1031
+,9074,1901,601,7701,7237,123,1146,7716,3159,2731
-,981,0,0,0,0,0,0,0,0,0
+,4793,5392,3331,3748,6670,3517,2721,4088,8321,3962
+,8162,4437,5777,1914,1081,5688,7907,1413,7768,3374
+,8785,4820,1885,4178,9101,1572,1737,9909,1504,5774
+,1694,4942,9957,6119,6815,8654,6544,8697,1304,6442
+,5874,5931,6214,5711,1202,1781,3473,2873,4017,7074
+,2794,6429,9044,6999,7184,622,2626,8385,3893,6155
+,7112,945,8458,6902,5307,4962,312,5134,8763,2384
-,847,0,0,0,0,0,0,0,0,0
+,6575,4032,9044,7436,6611,5821,9492,1559,8024,9224
+,9975,459,176,6611,8790,5370,7431,3365,3952,3628
+,1020,3191,925,7475,2766,2802,4605,748,4271,7879
+,2968,628,2105,4896,9705,2057,8972,9875,6090,5709
+,7031,7080,1556,7850,7150,2762,1422,7089,9749,2171
+,195,2282,4485,8909,1247,8527,8454,982,9871,4075
+,9045,530,4262,2381,5339,3039,7212,740,8688,9350
+,2374,4023,9898,3206,6029,855,8249,1011,9202,2833
+,6142,684,6943,7110,8687,4476,8353,6144,3152,7952
+,9720,1021,1660,810,6142,4487,3045,3101,2638,9591
+,7385,1984,8230,4119,5453,4550,178,2904,8232,723
+,1098,9194,1005,4710,3985,774,1972,1747,8463,3712
+,793,2345,4425,8588,3652,8721,7433,970,72,8025
+,7358,9429,6471,5442,5386,5138,6884,498,1145,8163
+,8849,1556,6611,840,2698,9953,8880,7587,1762,1268
+,1438,3300,1619,2591,2941,4024,1488,4495,7653,1960
+,2107,4980,2442,9889,4971,6640,2214,1231,7436,4754
+,1317,9097,4931,7100,5557,5571,8376,8133,5631,9665
-,540,0,0,0,0,0,0,0,0,0
+,9590,4544,6857,4424,3084,2813,508,1513,3511,8740
+,7261,6561,9896,9812,3119,4212,549,8226,1920,8857
+,2332,8119,4263,4519,3580,5486,9022,1305,4428,7390
+,3783,678,8385,8198,6074,7210,1752,7043,4278,6910
+,2106,6245,1382,8647,4815,9660,8882,4898,3443,4325
+,2576,6638,9852,2422,3132,3469,5010,2697,737,6458
+,8493,5416,8111,4008,2735,7941,7780,5153,8687,4288
+,1330,5680,7908,9898,6940,2732,193,5991,3372,8496
+,4013,8503,4310,5357,6063,9389,6281,4736,277,8131
+,9360,4353,2087,8671,7129,668,9329,8940,1401,7499
+,5812,7377,7797,653,60,6851,8897,211,3417,1326
+,7264,2847,5816,4338,7646,9136,4730,6946,9916,6515
+,4731,9418,1519,7729,3349,1582,9352,9227,4291,2249
+,6551,6303,6461,3355,3288,2773,8601,3533,8931,7341
+,2097,7165,9733,5589,5897,978,365,396,7541,9670
+,5618,3711,3754,838,31,3522,2651,5483,9086,8763
+,3158,8752,3404,5850,6793,2395,8062,9075,8919,9110
+,9418,4278,8121,5193,2346,5548,3822,1785,8424,66
+,5248,7209,6818,1852,9787,3789,8964,8396,1383,4646
+,8497,8910,6829,8844,4774,3039,5146,6225,9548,6794
+,4470,3824,4887,4462,7176,7233,6746,7288,769,5197
+,701,233,5003,9303,1219,338,8630,8862,2358,6721
+,6792,9520,3763,2973,8944,1695,8326,7283,2758,6077
+,1024,6562,8901,3621,4436,6898,7356,7613,9967,6215
-,558,0,0,0,0,0,0,0,0,0
+,6019,7031,522,2122,87,4627,4650,4743,7434,1731
+,3155,8694,4953,470,4811,4194,800,4839,6053,9365
+,7857,7487,7516,4152,3529,9065,340,6434,5600,8578
+,266,2721,699,8942,5554,8044,7286,4155,9145,5387
+,2650,2743,9875,9074,8876,9048,5578,1548,9330,7672
+,5951,6789,9032,4077,6218,2441,7406,3948,8810,5545
+,1748,6195,4825,8274,1940,9750,2080,2877,2820,2315
+,7508,4284,6884,1634,4628,8425,475,9962,274,5543
+,9930,7545,3026,6809,1827,4780,5718,5382,5380,365
+,8241,5017,574,840,6352,8333,1802,9387,6180,6259
+,7669,8145,5701,2806,733,6206,3338,9099,9485,6560
+,7356,1590,4970,7958,4861,4919,7550,2153,3809,2650
+,3207,2531,6105,3424,1150,805,3311,5086,3548,4421
+,9922,8581,3185,9314,6021,3182,2916,1918,1737,8067
+,5708,3993,125,9569,73,5616,3161,28,55,6520
+,794,9397,9555,1610,5521,6167,5369,4994,3905,8096
+,7692,3583,4197,3867,2708,2647,4799,862,7633,1882
-,609,0,0,0,0,0,0,0,0,0
+,788,5204,9107,6569,6188,4322,3925,781,7423,4755
-,622,0,0,0,0,0,0,0,0,0
+,9946,8266,957,7312,1347,4824,7024,3601,4124,8201
+,8073,7265,7461,816,5377,2041,610,7098,5053,4794
+,6942,1605,4155,9620,5112,8886,5966,6546,6358,5038
+,1400,4069,3940,607,2063,183,5705,7950,8195,212
+,5419,2968,1643,6948,9409,2297,1697,1574,390,8074
+,4837,926,8466,437,2421,760,2544,8282,5816,8366
+,7853,339,6913,2658,2937,6117,3467,9220,3847,4226
+,7376,9204,8276,1913,3099,4615,474,8271,7847,1230
+,8792,9389,4519,1550,6603,3787,5454,5549,2170,706
+,4322,5120,8243,1165,274,4457,1534,1444,2696,8734
+,3800,5224,8841,502,711,7870,2877,1310,6084,1953
+,5758,3652,6583,7251,5707,8986,1729,2619,5015,1901
-,195,0,0,0,0,0,0,0,0,0
+,6605,2907,5344,4357,6174,3162,4864,6760,1574,7505
+,2020,445,1348,2541,4859,2137,6351,5257,5966,3334
+,5633,4554,6811,2429,1526,2035,7810,4374,3452,1502
-,776,0,0,0,0,0,0,0,0,0
-,196,0,0,0,0,0,0,0,0,0
+,7921,4637,7048,2939,3067,1485,2918,8936,8451,9107
+,4007,7703,803,1024,7002,6994,9960,2001,5557,7395
+,7771,1473,5435,6184,4397,6149,2323,4694,5840,742
+,5391,3086,4224,1024,3594,175,8055,2019,7355,6411
+,2422,4747,8013,4867,178,9341,2552,595,1303,1510
+,4640,5088,9966,8459,2826,2530,4871,9019,6837,955
+,8010,8236,367,530,655,6888,3259,3237,5458,2868
+,8924,3941,6297,5783,6944,7300,5599,750,8227,4104
+,7752,4247,165,5677,3084,461,8442,4065,2496,7686
+,9572,3088,2444,4830,2100,4278,5826,2741,5973,1049
+,6364,5475,4679,5815,394,3978,1016,4339,7785,3771
+,6922,3709,2826,2898,3660,5075,6248,3247,4346,4272
+,8269,4157,9009,6306,810,9763,653,6331,3537,496
+,21,7806,6266,7835,2566,3541,7604,479,9780,5916
+,8463,5114,1176,1720,6841,9224,2369,2395,2103,1105
+,1940,7654,3864,6432,9095,127,6258,439,4242,2359
+,2334,3701,6594,4389,2649,656,326,1145,4369,3385
+,8598,3604,3459,996,4179,4922,3088,9694,5096,9083
+,6713,2790,6827,8454,527,930,3956,4541,1002,4407
+,5437,2911,6239,4288,7866,5356,2828,2031,4335,4442
+,5610,5267,821,4780,2833,1986,5075,7672,9558,4570
+,8115,8136,6002,8336,7142,2498,2672,1665,2229,7113
+,1181,3522,1193,1738,6337,4430,3795,8841,8796,1451
+,1019,2357,8142,4128,3625,1258,1816,8865,5796,2275
+,9184,402,7522,9983,2995,7085,9395,7938,4070,8092
+,2221,2585,602,5282,3740,7910,3575,4397,6373,132
+,7062,7563,1592,4604,7537,9965,6183,4336,3120,1903
-,256,0,0,0,0,0,0,0,0,0
+,3871,3049,7801,6717,9638,6391,8938,163,1061,2894
+,3123,790,9473,444,9109,8949,5250,4649,7893,9269
+,1036,5060,8357,4232,5418,2746,5723,9149,3368,2944
+,40,559,6596,5229,4890,966,5160,6280,2294,4942
-,792,0,0,0,0,0,0,0,0,0
+,7946,6166,9633,394,958,8219,6904,4372,1250,4676
+,5677,2195,1842,3715,6166,2285,2395,5955,1420,5700
+,3675,8336,6046,9618,1849,3856,9843,4565,5322,3912
+,8331,3887,9684,9488,5839,4236,9852,1142,9907,4634
+,490,2555,4259,1095,2199,429,5165,2209,7425,9243
+,7979,3268,235,4231,6197,6678,2648,8990,3814,143
+,2886,7543,4494,4659,3886,5886,7581,7209,997,7234
-,631,0,0,0,0,0,0,0,0,0
+,9585,3384,441,8520,9655,8364,433,2813,4180,6224
+,6760,9063,5456,6761,4798,1245,6961,7350,1279,7481
+,8229,9643,7802,3381,9296,3172,3642,3328,5947,4281
+,7941,2246,8748,2985,5136,2890,7685,8347,8836,9113
+,887,6470,2667,8894,2034,8552,3750,8833,8844,8899
+,8961,4715,6751,2953,5127,6002,6550,2031,3468,1338
-,131,0,0,0,0,0,0,0,0,0
+,2931,7722,8599,5658,2604,9937,1697,1242,9233,7204
+,6753,3022,8364,8640,2876,1400,9421,6478,4625,5548
+,7730,5346,5138,5714,6922,3746,3334,8569,7383,9596
+,3516,9399,6238,4586,3589,9540,8384,4790,9645,3318
+,6481,6397,3353,4543,5800,7402,4164,5391,2093,59
+,8963,134,7944,7893,8940,9900,8949,3350,9122,4999
+,7610,7495,7577,6078,2086,9784,3996,4992,5333,4581
+,8431,6568,3459,8020,3641,690,4257,601,5955,3978
+,5350,1121,6022,5735,3696,7062,1735,3080,4324,7904
-,860,0,0,0,0,0,0,0,0,0
+,5256,3431,3327,8072,6801,2966,7011,5981,8942,9137
+,9157,505,6648,2912,1162,4213,9646,6209,3339,1431
+,8139,9993,3434,8881,5307,819,1760,4838,314,1741
+,7587,8771,8648,6397,8207,8780,9146,3223,5150,4251
+,8136,4937,9569,6782,5713,2989,2858,9088,2402,5795
+,9664,9469,8467,4719,6296,4010,2567,125,8566,7423
+,6738,1030,4130,3771,1113,7943,5866,9617,5988,4167
+,7284,7643,8847,1483,8791,4355,6887,7881,8251,3035
+,4676,8992,8014,9069,391,4909,1664,1464,2096,6274
+,5989,3376,5686,8575,7540,5,8959,2875,188,1938
+,5116,8302,6227,6405,2225,2773,19,3088,9118,1008
-,525,0,0,0,0,0,0,0,0,0
+,4350,8603,8070,6507,9742,1008,6878,3008,6219,4038
+,5498,70,8047,1068,7038,6264,6605,9840,3637,5777
+,3949,3658,3422,4975,5398,9349,4850,8277,8384,2298
+,7890,4410,7611,2599,3458,8796,404,3218,9863,8679
+,3371,4158,7820,2627,8043,8011,5684,8661,6014,7086
+,5636,5760,967,9967,5321,5994,2361,7733,9419,7165
+,6386,894,4199,3100,7129,7175,2171,4043,7919,3459
+,4453,7482,4358,6836,9156,8364,6750,1281,7078,7934
+,3882,3364,1844,9902,8105,7705,1861,6789,922,9431
+,6739,4381,3284,9437,6164,327,6555,7917,9341,631
+,6549,2574,8758,6193,5603,4190,8647,2705,4092,7843
+,9855,2939,1956,7499,949,8341,9738,543,5424,3000
+,6388,7118,1071,5093,82,8664,3188,951,8204,3
+,8904,9315,1859,8054,8248,2709,5445,8053,5963,7712
+,2881,9122,5501,1461,2667,3390,2608,4551,8475,8424
+,9687,6478,3517,980,7368,7213,6009,3541,7550,4090
+,9054,1310,6908,5544,3855,9274,7004,2649,4993,8883
+,3415,4240,8190,8770,6925,182,3037,6954,3344,9931
+,7102,9950,8799,7308,924,1089,4807,4860,1754,711
+,1778,7515,6495,8914,4046,4609,7862,9500,7543,3999
+,5335,1453,5092,2790,6485,301,7851,2315,4510,331
+,6863,5807,1751,1417,8337,84,2862,1130,881,5977
+,1568,6169,1930,8510,9847,250,8134,5833,7311,1906
+,9863,6607,5599,4010,3354,4420,3099,8316,4424,8099
+,5616,5843,3279,3294,1039,1297,4214,6459,3175,5763
+,3917,5887,8882,6658,9576,719,5271,7973,7317,4323
-,646,0,0,0,0,0,0,0,0,0
+,9555,4401,9314,6196,2117,2449,1962,9270,5411,6031
+,949,9181,3387,769,1141,4868,8539,8961,3452,408
+,2900,22,8421,5502,2656,3199,2776,4344,6283,5480
+,8867,1285,4456,3465,5692,9370,7310,5777,6570,177
+,8314,5676,3479,5528,6097,5094,1023,5933,5430,6049
+,7324,1870,1596,5446,1112,6127,5938,4103,9077,5741
+,7034,7489,2155,2549,3192,6014,6394,2886,9232,7644
+,5439,2850,3175,7072,5041,4985,5206,4015,897,2553
+,2833,4825,6701,3370,4507,6617,4730,4170,1236,4423
+,4976,2279,4169,9537,8548,3699,5199,2234,220,7634
+,5131,644,2082,48,9207,5912,9160,6335,5891,7891
+,5303,3627,7406,3398,5052,9915,421,1233,1082,9049
+,7973,5968,9105,4441,105,7502,9161,6659,1267,5105
+,4250,6986,5828,1543,5332,5820,640,3312,2468,9829
+,5464,4404,9005,8702,4089,8427,5203,7698,1790,9613
+,4634,1503,2259,9207,6348,7125,9092,7071,9470,2319
+,9204,3018,2916,7510,9571,8749,4266,584,6614,2719
-,164,0,0,0,0,0,0,0,0,0
+,4624,9257,4772,2502,997,2354,4330,3177,737,1853
+,8158,7827,5065,5497,123,176,2106,652,1750,7524
+,3322,5484,2603,853,8682,7707,6057,474,9811,7465
-,304,0,0,0,0,0,0,0,0,0
+,2099,186,2360,2585,4991,4234,9738,4455,9593,6675
+,359,7181,302,7543,273,6278,3308,4326,303,9523
+,6328,4970,5479,2134,3391,6357,783,3301,6638,8482
+,8141,6905,5108,3878,847,2426,300,5637,2586,7336
+,9476,4698,2492,4821,9907,8408,9097,8933,1193,6562
+,1147,9832,7884,9679,417,6402,1679,6139,4708,3285
-,227,0,0,0,0,0,0,0,0,0
+,3747,1273,8619,4328,1742,6908,3569,3546,1496,6116
+,3121,1808,5787,1339,3786,2281,5816,389,2252,6232
+,9479,7744,9735,8560,4992,9613,1392,7643,4415,9668
-,34,0,0,0,0,0,0,0,0,0
+,2689,8693,2793,1679,6999,7974,4939,3222,8311,5176
+,5978,2844,9821,2373,8487,2186,1443,2121,2592,9964
+,3382,3738,5686,252,3250,2603,3719,4506,3564,9750
+,4523,8117,9619,7083,7168,5167,4878,1641,1152,1277
+,1484,6341,850,6260,9122,814,3573,496,4321,3769
+,4657,9950,283,1018,4898,2223,1894,2737,550,682
-,188,0,0,0,0,0,0,0,0,0
+,3272,8907,4835,5000,7840,6622,7688,3912,1823,4610
-,497,0,0,0,0,0,0,0,0,0
+,1995,1713,5863,5863,2028,9406,999,6332,2272,9353
+,9853,5944,3250,3957,4773,9760,5220,7757,8877,4920
+,1000,9889,1618,9074,1343,6812,8096,7243,8764,3601
+,4161,5120,514,1299,1366,5863,234,2025,7279,7627
+,378,6477,6381,8311,6793,7451,6690,8518,7772,807
+,3913,6907,1112,8170,3557,9310,8827,5734,3288,5863
+,8509,3944,7750,5373,6710,1371,2011,7127,5458,3587
+,6286,4807,6392,1060,6548,2627,9556,8854,7893,5342
+,7293,3967,7061,1257,6343,879,6460,2609,319,9340
+,2475,3922,9437,7185,2566,7391,4932,1508,929,9800
+,5294,8188,1890,5583,1764,9230,3887,1451,1053,3409
+,1485,1081,4884,4198,1579,4150,9681,9787,9371,9184
+,1192,3427,3249,1984,5947,6346,7178,888,3699,4308
+,4073,6752,9500,557,7297,7431,5609,9652,2614,1392
+,8608,8615,9758,3954,2989,8624,7480,3395,2583,4505
+,710,8946,6693,8450,1067,9300,8384,6316,2474,906
+,8635,3961,6169,3105,2179,9323,2962,6667,844,1179
+,5345,567,6690,1513,5358,8279,779,1269,2914,6431
+,4867,3215,8431,6856,7468,8865,4670,8101,589,2463
+,5694,7733,8675,6085,6486,4036,109,6272,272,930
+,2724,7831,2546,4902,1668,3744,9366,8093,9677,7433
+,8264,2128,7775,5084,6895,1557,4975,5967,6675,2795
+,1556,7743,5290,3528,1526,8280,3288,6035,9196,1283
+,3923,8558,2913,9817,1964,2609,338,3776,2798,5253
+,252,9804,3,4344,2189,8750,2207,5671,2468,7811
+,4247,8231,7869,2866,6882,9678,2217,8977,1260,8494
+,474,778,2533,6143,7652,2278,2667,169,6776,1286
+,4845,6079,6185,6905,3600,2742,2640,1949,8622,1717
+,1503,9309,3781,4864,7449,4995,1591,3033,8225,25
+,7729,5108,6173,8450,878,6252,7089,2425,2437,4230
+,4264,7147,8675,4706,3935,249,5260,9552,7622,36
+,4605,3442,9652,949,8588,286,4066,6186,7783,8619
+,8170,7825,3255,1803,2400,7190,2214,9853,8743,5887
+,4050,8814,6063,7802,6380,998,1100,9888,4748,5249
+,5648,3782,2563,5885,1187,1828,7681,5119,3245,9230
+,5398,7172,4785,4490,4849,6657,5943,5340,2317,7132
+,2769,9622,4969,221,8014,2183,9388,5233,9142,2775
+,573,944,4696,2030,1192,9899,2449,4627,9829,8437
+,9408,4968,4489,4420,5283,1311,8530,6109,9347,7624
+,1790,5423,6910,3124,4328,1052,8687,2915,5590,276
+,6152,3082,8497,1625,987,9656,5693,4588,6679,5534
+,5175,7,7753,5026,4683,1577,7491,1197,6456,6865
-,213,0,0,0,0,0,0,0,0,0
-,553,0,0,0,0,0,0,0,0,0
+,999,367,4861,5753,6829,6946,4311,8936,6658,7335
+,9090,3502,5324,2952,6159,525,8149,4847,8236,9959
-,276,0,0,0,0,0,0,0,0,0
+,7232,9382,4332,5330,7555,3455,2391,9591,7791,1271
+,1579,8160,1158,751,789,2099,7052,3901,8716,8680
+,7606,2484,2037,8426,957,8059,5219,1656,6274,3696
+,8450,4328,1250,6848,7592,9226,1371,1381,7833,5620
+,3057,1324,2394,5044,6965,5793,4651,4673,2201,1798
+,146,8079,9152,131,5997,960,9159,1772,4223,9671
+,9925,1539,4724,7362,1717,1641,6878,5435,6602,591
+,6343,1327,6991,2568,8718,8538,1059,3464,8706,1854
+,3330,5261,6216,9900,8638,2345,7662,7971,6252,80
+,8192,2496,4472,4622,9885,1135,3511,2570,7047,7067
+,468,2208,1611,7466,4064,942,4972,4985,7561,9620
+,9577,130,4004,1100,2411,7867,9528,6130,1346,9830
+,5034,478,830,6017,5921,7421,3594,7940,8428,7333
+,72,2530,1364,9944,5624,9378,473,9488,163,3581
+,8396,2892,9266,4466,4392,7943,7974,5170,2971,3159
+,5818,7947,5944,4837,6326,1567,4708,8797,8660,4502
+,5504,5950,7476,8282,4868,7821,6354,5753,7260,7516
+,1359,5130,3606,4576,3567,3882,8121,4445,3009,8611
-,117,0,0,0,0,0,0,0,0,0
+,2844,7494,3591,2447,3776,8194,6129,505,9358,8496
+,3008,1830,793,6085,7441,8458,6175,462,361,826
+,5855,853,3134,237,4955,2154,687,7829,9491,2355
+,6285,9403,7712,9249,2574,2664,4322,5978,3468,9573
+,2813,9161,4991,7404,2149,1312,5683,6097,8322,1788
+,9741,4457,6166,5422,9305,8842,568,5210,3986,7420
+,2368,5949,3135,3576,5401,9155,7726,5516,9787,7938
-,454,0,0,0,0,0,0,0,0,0
+,2145,8347,6394,1675,1224,5670,4035,9514,1121,9528
+,5852,5740,7551,9797,9860,2506,5604,5679,2900,9151
+,3690,1509,5023,3404,8537,5220,2784,7735,253,4521
+,2743,2742,6522,1833,9814,9013,3113,7751,4926,2983
-,371,0,0,0,0,0,0,0,0,0
+,1038,5466,8891,1476,1426,8915,6950,6331,6656,5698
+,4778,8122,4994,5569,2296,2745,4070,1479,4766,8156
+,1230,1757,8319,6965,3331,4025,2296,7054,4808,7661
+,1600,5002,9954,2025,8879,9488,9149,645,7067,4422
+,8893,1738,2086,1842,1229,8517,9224,6248,5512,1604
+,1745,4143,567,1572,7243,7773,809,9229,8274,4134
+,8817,2993,4179,3923,2643,6138,4331,2079,1890,867
+,1936,1749,8930,7055,2049,1110,8364,6675,3801,3035
+,9748,8034,9399,7303,9621,2866,8310,1985,4173,8064
+,3547,5233,7344,2401,7276,2055,7267,2406,6168,6563
+,1478,8733,7720,2159,9904,8748,6481,4734,6013,5312
+,3323,8420,6566,9098,7840,3574,567,5811,617,1261
+,458,2530,9863,5196,5285,4799,8308,4946,8129,1054
+,5344,1332,3200,961,9931,1075,2635,5988,1110,5155
+,8354,8268,1296,9630,4350,6297,9631,1188,4394,639
+,5839,1583,2223,1513,5421,7737,7751,470,3306,331
+,357,2936,8771,8279,1197,4625,9886,4737,5146,1391
+,5237,6453,7205,7839,2817,4327,7207,2312,4159,5148
+,8150,1180,1204,4319,1248,3453,7951,3908,423,2141
+,5608,5633,1997,9764,5322,9078,3044,5683,9120,8712
+,1018,2360,4262,8330,7660,8388,3805,881,9976,4224
+,5625,1013,5903,11,1221,2384,1447,244,5456,733
+,7164,162,3301,189,6067,7557,2299,2837,3635,8783
+,5024,9842,5700,7469,9208,1001,6492,5118,4232,9956
+,9402,5882,6781,989,1298,656,6412,4334,1243,4279
+,4833,8994,7231,2337,5022,8003,7119,9544,5864,9043
-,363,0,0,0,0,0,0,0,0,0
-,322,0,0,0,0,0,0,0,0,0
+,4394,5897,9306,8983,1006,8431,4465,3337,1370,1594
+,4423,2210,8927,7705,4404,3540,6059,269,7882,5185
+,5426,4630,9774,6915,1586,5636,6017,4092,1889,5807
+,3494,7670,372,9361,4889,2094,4722,8196,6711,258
+,5930,2358,3164,987,8903,4167,9247,8993,2324,4252
+,8199,2942,4566,747,3669,243,4730,5817,1247,3572
+,6024,2608,7676,8149,53,1593,1990,9276,4131,8104
+,6207,8024,3049,5080,6143,9177,1117,5761,4694,492
+,8156,3089,6489,9200,3861,4587,7516,5281,1728,2731
+,1760,5798,5498,691,2009,9938,2218,8857,5046,2857
+,6634,2781,2062,3971,7016,6754,8795,3515,848,5104
+,6429,4624,9185,175,6206,2538,9197,6044,6302,5436
+,9245,554,7984,9914,3509,9092,6064,888,3331,6720
+,1047,8620,8874,8898,3760,9525,3073,7835,2055,5642
+,6484,7083,9900,763,1640,3425,2286,9276,1503,1641
+,5937,3026,1152,7127,662,6701,3873,9260,7317,8245
+,4481,1090,3784,2375,3368,4686,7065,3081,6079,5325
+,4768,5590,5395,4325,6955,9255,8222,5178,667,3127
+,974,3414,2443,7170,9464,7474,7188,9763,4459,1215
+,6448,5271,8764,8320,1852,7505,6691,8835,6906,9706
+,3637,5454,137,9455,1195,192,5869,1614,4434,3569
-,121,0,0,0,0,0,0,0,0,0
+,8135,2617,5799,7951,7453,966,7152,299,8359,6581
+,806,5745,2295,1294,3395,4926,4839,5813,4481,1076
+,3777,8347,4616,8448,1372,7326,6550,3452,659,5814
+,7403,8968,5146,8972,1145,1836,6455,5244,6792,5853
+,4197,3800,2444,9883,2031,4786,2042,6753,2722,5949
+,9362,5927,2031,8410,3537,506,5045,6973,8269,7134
+,9646,6306,7393,9879,811,5964,3087,5111,4492,1454
+,4832,5624,2351,8056,5939,1956,7329,1858,1945,2225
+,6590,800,9036,8289,2759,1441,6572,828,5719,1926
+,5462,450,1988,7988,7513,4558,5082,7641,6351,1406
+,6559,2691,4942,7479,9358,9836,142,3288,7767,737
+,7119,5225,332,4468,9814,7098,1067,4466,8250,7423
+,1811,9037,8540,6175,5319,7846,312,2559,2966,3208
+,592,1600,3653,6496,1191,4935,4411,7998,2791,9607
-,43,0,0,0,0,0,0,0,0,0
+,3630,1078,5075,8898,6449,861,7910,3929,8217,2131
+,5404,719,6003,7426,2070,2064,1663,7673,1291,527
+,4301,1370,3774,9073,6292,7317,5725,3398,9764,2448
+,8369,5402,7923,5928,3927,4577,1929,1905,3069,8816
+,5059,8716,6105,7509,1899,1374,3475,9960,8178,4539
+,7553,9384,2563,9287,3865,480,6369,4840,9424,7535
+,4466,1449,3673,711,5453,5205,8778,2599,9130,1519
+,3308,2387,7049,3361,4563,6818,6455,5483,8419,2038
+,2035,7197,1910,8191,3450,2080,2716,4210,6757,3610
+,7056,3898,8496,8302,3868,2995,2399,5523,5948,1751
+,9878,5751,203,530,4016,659,8951,548,6543,425
+,1064,5177,8839,974,8657,3116,1613,2224,2225,9352
+,5438,6464,8727,9611,8397,4343,4728,2799,3651,2201
+,2288,524,971,1196,7560,517,3764,1188,5883,7193
+,996,2495,9236,6545,5483,9784,6643,4416,5325,6805
+,9490,4039,7649,1163,1801,3084,4191,9527,2527,9310
+,2472,154,3624,5716,6182,4869,6003,4105,1026,6440
+,3715,6318,4070,8123,5251,8655,2925,6847,59,8375
-,665,0,0,0,0,0,0,0,0,0
+,7882,5090,1425,3931,5928,60,645,3952,5338,9702
+,7066,6497,5943,6961,6458,4950,2072,8325,2546,739
+,4198,3872,8155,5585,8979,5972,6234,6182,2959,828
+,4290,8172,2743,6333,7627,5969,9954,4525,8338,8704
+,9296,7484,4329,3357,3038,3383,2538,2932,2127,7725
+,5522,4158,1613,9546,4891,2652,3952,8156,9705,7381
+,9506,4538,8262,2848,9870,4557,7829,5727,7441,1149
+,4985,6735,4404,2611,6077,8666,7037,1132,1293,4380
+,5081,9194,9502,5673,905,5371,6520,4384,4195,1977
-,623,0,0,0,0,0,0,0,0,0
+,5160,4069,7794,1481,2994,3697,2487,952,3226,4966
+,8563,4206,8298,3650,4218,2619,7922,5275,7654,5243
+,2416,9018,3012,6204,3259,4259,4840,7308,6060,707
+,6602,5633,1414,2014,8735,8852,38,7776,6373,5222
+,1193,9791,7260,3778,732,2650,1310,5782,4248,7520
+,7087,3589,8836,6120,5736,4555,54,4908,9480,8329
+,162,2859,5092,75,5760,628,8092,9977,9048,6512
+,851,9007,4623,9146,3353,3793,4525,2460,3578,7506
+,5395,7972,4342,3274,5512,6689,5402,5686,7771,3334
+,5647,7969,6636,6310,3079,6889,3867,2334,6731,7466
+,7555,2407,10,3356,9986,4924,9588,9360,3179,7067
+,6266,6382,2986,6635,6516,435,3127,1282,2875,375
+,842,8977,351,6883,9184,9743,9857,414,5234,9850
+,7247,8988,7244,3964,3440,5918,488,1304,2044,3674
+,7016,1888,3625,1248,8588,5268,6810,7339,7252,5291
+,3414,75,4768,1113,7144,1284,9042,3368,5383,8333
+,2937,2470,4683,7472,2164,9061,9666,4993,5606,9430
