OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
+,29,8698,1279,1461,5997,8114,7295,7215,3869,1054
+,3428,6069,1736,601,6881,5119,6113,7529,973,915
+,6187,8334,7578,6123,5318,1750,8171,6917,3713,5378
+,4691,3309,9171,4473,1135,8278,8946,7529,4636,3825
+,370,1597,3826,2715,1393,5561,8575,4072,9428,6666
+,4437,9264,6171,9726,4143,4224,9033,2212,9362,7663
+,5394,8698,1980,9116,4325,3142,9905,8400,7928,6066
+,7860,8294,2144,3887,6022,8403,1704,9946,5992,1563
+,2619,3816,2769,3706,919,2110,6577,7308,3151,1500
+,3826,7626,5261,8959,7801,7639,7115,3329,9760,6132
+,6208,9307,476,1251,8259,1559,3476,3693,1679,6223
+,544,8669,9492,1320,1258,9667,3091,894,6607,2059
+,5137,8218,5983,2167,5661,5002,2586,3329,3419,9831
+,3081,3530,548,5657,2431,5205,1645,1937,1586,9074
+,1765,8078,2437,8316,5280,716,7890,4453,5467,8346
+,4422,5287,8344,737,750,2457,1170,3615,5820,9839
+,7512,2020,2935,4293,2206,7866,8170,3115,6852,8341
+,6072,1316,8717,3376,2185,4769,1250,6998,2761,5987
+,4262,9582,1032,8984,547,5212,6893,2755,5617,1041
+,6466,2420,7802,7949,1707,3999,5055,3064,3514,8430
-,733,0,0,0,0,0,0,0,0,0
+,582,570,7186,3778,4291,7439,5126,9588,9143,4840
+,5604,5738,4224,7613,5848,9959,1803,4690,605,3860
+,5191,7979,4489,7451,3259,7649,9625,5686,545,2829
+,2250,9493,6362,6301,4569,4235,7426,9243,3811,4639
+,3815,8358,8092,8856,343,1723,8982,2090,471,908
+,2958,5253,8046,78,7621,8329,7369,993,8877,140
+,4097,5922,8293,9977,9385,368,1491,4744,2617,9693
+,1037,4102,7350,7482,4218,4479,7272,8959,1062,979
+,7834,5171,1806,4359,4549,6726,552,3117,6778,6522
+,9501,3256,5036,7808,6706,6441,355,6864,5176,2418
+,8203,9069,1187,794,7081,7550,4426,4395,5214,5075
+,6563,6808,8691,4100,2950,9770,9676,2807,10,9449
+,7797,7000,7154,9669,1747,6403,402,2738,8147,1779
+,5303,4578,9325,7144,1955,9682,6728,2811,788,6450
+,6570,2467,3286,2370,4553,4518,7775,8548,1483,3749
+,3568,7471,8389,9376,2866,6291,4366,2409,3376,5275
+,5208,7547,1767,6083,7342,8885,4515,5931,7102,2131
+,9795,9635,2326,544,2903,4329,4034,1596,2975,1167
+,8345,9581,9719,8210,9962,5125,2866,3116,7692,5938
+,8791,8122,2948,9937,1475,5901,8222,8881,7755,4308
+,573,1988,2572,7441,1417,1238,1737,6241,5780,9270
+,9239,9731,8433,5943,1731,7488,5511,7360,955,5153
+,6377,9966,8516,9507,5698,2819,815,3313,4882,7689
+,6962,735,8655,1728,8632,2292,6319,3211,667,4829
+,7966,7057,1101,7030,1567,3827,3857,1010,8041,705
+,3417,2354,4450,3207,5895,4030,5258,8964,6278,5409
+,6764,5469,9813,5101,7148,1290,8368,6691,3510,924
+,7946,2862,9491,871,313,7032,6598,9936,998,4044
+,8102,8174,4227,4890,9502,2785,2265,2166,6742,5022
+,737,9223,142,6655,274,7385,2428,7946,5004,2799
+,580,3995,517,2245,2594,3949,9988,1067,5220,7435
+,3516,9190,944,550,3748,7225,1226,6941,3181,9270
+,6526,5539,7845,2129,9286,8320,5831,9108,9044,9497
+,6034,7688,5939,8409,1865,3441,7224,7107,4497,482
+,6571,5271,3878,6510,2235,9258,5086,6366,1755,2683
+,8637,2637,5589,811,5090,1855,2708,6738,4092,4939
-,40,0,0,0,0,0,0,0,0,0
+,2663,7340,1949,5000,8241,1051,1865,4168,7204,8360
+,4693,9734,1161,9954,9976,921,2346,2930,6870,2375
+,6468,8214,4321,9354,195,9260,8481,6288,4032,4526
-,765,0,0,0,0,0,0,0,0,0
+,56,3773,7569,6858,2817,4781,2377,6446,492,1015
+,7637,5952,7879,2414,5372,5039,6610,3910,624,1343
+,7034,6941,9884,5935,6277,4949,9343,2146,4371,326
+,2007,4420,8749,9393,7606,4181,8679,5752,2420,3396
-,986,0,0,0,0,0,0,0,0,0
+,8048,3003,8140,8990,887,2544,6625,9553,475,4882
+,9090,5413,9783,244,2252,5511,1169,142,9370,4773
+,5936,5818,7036,1609,1892,1401,1610,9008,4525,2099
+,1965,2120,994,7187,1372,3983,8914,5569,9927,4931
+,6532,6361,2765,7389,4818,1198,3345,5899,3306,436
+,1337,4116,4739,1204,9078,4904,7016,5916,2445,8066
+,9401,7239,5786,9313,5642,2038,9235,7488,9826,1950
+,6479,3257,7423,1987,3557,6800,2943,7860,9752,969
+,3941,2833,8786,4409,3139,5532,3228,768,8009,677
+,8917,6017,1686,9855,4830,9257,3079,4898,2311,9088
+,2628,5337,5320,3602,4465,2206,5962,5694,1978,4536
+,5085,4410,6063,8309,8046,8037,6288,9882,3815,7791
+,702,5710,8871,7683,9427,9512,710,3083,8539,3927
+,6581,5018,4382,3442,5564,2938,6167,7308,2795,5364
+,334,3876,506,5751,3318,8888,8686,8409,8759,8594
+,479,1736,3227,4706,7000,9489,8508,5668,9773,4021
-,685,0,0,0,0,0,0,0,0,0
+,9892,6319,1376,4212,9184,3471,2808,7633,2729,4038
+,2873,3723,1485,3806,2202,8366,4820,4136,8465,3609
-,611,0,0,0,0,0,0,0,0,0
+,1729,4389,4933,486,2293,6901,2765,8050,919,4961
-,610,0,0,0,0,0,0,0,0,0
-,657,0,0,0,0,0,0,0,0,0
+,8056,2984,3718,9674,7386,6795,6031,391,2656,7690
+,1135,1663,2062,8189,6716,2944,4495,6152,7937,3383
+,7093,5204,4319,6142,2644,2978,6312,9393,5389,6823
+,7016,8354,3784,8659,6304,3558,5890,2646,8922,5113
+,3533,7964,6101,3961,6698,6296,4620,2058,7369,6774
+,9519,5026,5291,4509,9625,9672,4324,141,6861,5287
-,190,0,0,0,0,0,0,0,0,0
+,3902,5025,674,914,5325,4100,8471,1696,2471,8862
+,9575,7784,9989,71,9514,6737,9169,4158,6056,7565
+,3115,9010,8817,4049,1433,8414,3023,4026,1838,3948
+,3346,2733,2064,1571,744,8037,4196,7127,2160,8457
+,3140,275,8728,8201,4208,2183,7170,7538,5352,5462
+,4885,2715,3032,1299,6015,2920,3690,7725,3304,282
+,6838,8975,3642,5693,2216,2417,9582,8923,8502,1072
+,5802,5368,1756,1202,6027,131,5723,3448,9448,5794
+,8267,2985,7735,9102,5985,8491,7271,5673,3590,8334
+,8054,258,6064,2858,5414,7553,209,6714,8274,1067
+,1691,6084,4366,4365,4474,811,4119,2719,4032,892
+,9828,1059,7407,6626,1229,3754,8907,9762,6396,7154
+,3958,5236,5867,8767,7603,4674,2333,6827,2397,7614
+,3295,5219,7159,5317,9385,9828,342,2151,5897,8287
+,8529,8205,4200,1240,2999,5306,6269,4307,5789,8510
+,8162,7821,1824,3630,6331,2698,9049,3821,8642,5281
+,9740,606,3187,1040,5508,7840,6082,8948,5006,5652
+,2952,4918,4503,4552,2437,6835,3985,7918,9573,7370
+,1814,8903,798,4031,424,2749,6229,7492,9207,9865
+,4805,6741,8280,6204,6247,3005,2307,1859,5191,4502
+,6738,7770,154,6527,9044,6797,627,5785,8207,9472
+,1436,2627,400,1592,8342,4928,2834,4269,7700,5201
+,2264,7659,5935,4220,7779,7397,4867,141,5415,9280
+,2612,1126,8521,4228,6993,2995,3871,7037,2349,8714
+,8402,7583,1774,5457,2976,6612,1377,605,3932,7031
+,1015,7195,5847,2454,3583,8694,3645,3254,6375,9806
-,356,0,0,0,0,0,0,0,0,0
+,6326,7284,2683,6730,4568,4229,3699,846,8092,215
+,3292,4380,563,6143,7061,6161,6601,5680,7272,7171
+,8583,6194,6060,2989,8368,680,5983,1690,7266,2047
+,5386,8364,1694,4843,7142,164,5545,663,3032,7261
+,7748,6931,188,6989,7825,8104,7693,8176,8374,8681
+,2341,592,5208,9995,1285,9077,5403,1763,4038,9796
+,4416,7177,730,8571,6701,7007,1095,2528,6323,7145
+,3329,7924,8700,3514,4427,9048,7214,8774,1341,4545
+,3418,36,4472,8093,7926,7995,1465,3049,5062,5371
+,569,4667,4128,1386,9449,3385,4877,822,7905,5229
+,7631,6531,2920,5699,6252,8439,8278,9609,9483,9525
+,8820,3944,920,7346,8352,1442,5208,3136,5299,469
+,4909,1847,1167,4829,5159,9964,490,2366,2424,8198
+,7266,8511,8168,3475,1402,9612,5628,1694,8546,9775
+,9958,2078,7801,2566,2748,7182,9415,4757,3395,1882
+,1573,9930,3756,3514,6420,8571,9675,4452,658,3736
+,9058,3293,928,4038,9298,4738,6928,1682,415,1162
+,4431,2950,3035,6737,369,1587,2813,9474,5132,5648
-,181,0,0,0,0,0,0,0,0,0
+,5304,7342,1322,9124,2612,3726,6798,9662,5594,7991
+,6837,1665,4334,5392,1444,909,5635,4274,2771,3142
+,1928,2485,7856,6189,4220,7465,2861,7187,89,6568
+,2436,4809,6406,8228,6708,373,4870,3815,7246,867
-,956,0,0,0,0,0,0,0,0,0
+,3041,5249,2290,2920,7585,1761,487,3305,7857,2220
+,699,7358,3206,4552,2093,431,3868,1643,732,2215
+,2721,3766,8832,4780,6969,1105,5459,6580,6565,6220
+,1075,8326,5812,7173,1534,317,3543,7967,8359,5739
+,595,6923,5447,7012,3564,6147,4435,1668,1806,7082
+,596,7259,7906,3789,3928,4790,9255,3931,8722,4934
+,7580,9206,1528,429,4225,6025,4392,8446,8470,3538
+,1545,1800,1554,72,7006,9409,6712,1321,807,453
+,1412,318,44,9631,5820,7933,5322,5791,4756,6996
+,6364,3190,830,6423,816,4677,3266,6898,4960,6810
+,7930,1871,8864,8105,352,1978,7366,6230,5396,6436
+,7166,4175,4140,7472,2126,1121,9423,7385,5318,1896
+,9838,5512,285,4693,1818,8385,3656,6287,6327,4313
+,3873,4015,2402,8236,741,3184,6236,6976,8849,9694
+,6469,872,4216,7796,4208,5888,5031,3805,7026,3277
+,7624,926,3436,4199,574,5503,6645,180,1041,2239
+,9294,4520,219,3314,5796,1445,847,723,690,8558
+,3465,1566,3996,3261,4632,7135,2552,1427,293,8742
+,9715,9055,4865,2682,1247,7920,4504,3927,5035,1246
+,7727,1136,5741,1849,2950,3631,1043,2981,2106,3425
-,7,0,0,0,0,0,0,0,0,0
+,9901,3164,3603,5669,2590,7802,5770,2568,1328,8625
+,1672,7531,183,6911,5504,1523,3699,2974,8776,765
-,488,0,0,0,0,0,0,0,0,0
+,6349,1427,1904,4865,896,1882,3102,3369,7426,1938
+,8497,6570,7613,9620,7325,45,2667,4361,4848,5170
+,1214,698,9263,4018,148,779,2246,9972,8059,1077
+,8963,909,4257,9389,4939,5593,3582,9828,179,1450
+,3996,2809,2381,1445,4994,425,1121,3217,9728,6316
+,5769,4765,9250,3516,8740,5616,1617,9772,1558,5937
+,3192,9587,1250,2791,8842,9,9003,2549,970,3406
+,2856,6253,930,3795,6605,1386,5489,1647,5550,9579
-,43,0,0,0,0,0,0,0,0,0
+,9038,5963,7283,5618,3265,6524,5251,8110,475,6685
+,3233,5778,3164,2738,951,4630,4939,498,9194,7739
-,929,0,0,0,0,0,0,0,0,0
+,8656,4228,7218,7678,881,42,8437,1837,9324,3937
+,5851,3255,273,2737,3441,1046,1673,8838,1984,2713
+,7409,9157,1146,8315,8679,2961,7711,5084,8547,9503
+,2006,3072,4061,6413,6359,3314,4765,7761,7205,9458
+,1389,1393,8872,6736,8523,7113,1037,2367,9454,1234
+,2891,6997,2162,3011,4652,7117,2650,7815,9114,1096
+,2442,4971,5929,3216,799,8798,2852,1407,2692,6603
+,4534,7592,3220,6308,3784,6572,8247,2361,4370,1443
+,9488,92,9274,8530,5134,9096,3678,3776,8777,2644
+,2933,2073,6246,9229,3393,7201,1007,5463,3850,5707
+,4340,6678,9810,9001,2369,9115,9037,5737,4594,9502
+,814,6173,5012,7752,7546,7206,979,182,2348,3862
+,5608,2734,4521,8373,1002,2509,4235,2627,3229,1815
-,103,0,0,0,0,0,0,0,0,0
+,7604,9815,1672,4598,947,5920,706,8236,6602,7437
+,6881,1650,1463,7395,5369,1401,7455,7041,5362,60
+,1465,2302,1420,517,2481,844,3397,9094,8861,6775
+,2260,2741,9838,56,9084,7939,9690,8026,2986,266
+,5962,5641,1203,7766,50,4234,3817,2709,1951,4837
+,8096,1734,4804,9747,7675,7796,8117,5613,2354,4655
+,6693,4537,5844,1988,4322,4511,3043,1072,4755,1197
+,5816,8293,6135,4823,502,4187,3861,8058,4565,5026
+,3522,4484,5218,6947,4157,9613,7558,9643,8263,3326
+,2830,7175,2876,73,1344,5902,3894,4019,3500,4837
+,36,6398,7386,5725,3897,1149,7970,822,5523,739
+,5728,1550,8855,4820,3611,6061,1298,656,2378,6641
+,2206,3497,4330,9586,2564,2514,6717,7629,3069,4753
+,3156,6962,2524,8677,4503,180,4734,204,3198,8041
+,3864,205,6081,4268,8350,1776,3172,8096,3934,4832
-,652,0,0,0,0,0,0,0,0,0
+,6155,646,9902,5591,2599,762,1447,4006,7077,3255
+,8418,2171,833,252,1367,1351,9718,1983,6320,7553
-,403,0,0,0,0,0,0,0,0,0
+,1373,5810,3750,9418,9381,2229,8905,1298,6004,6212
+,8291,7969,1832,9296,886,5402,3411,3731,653,2683
+,3006,2078,1335,7781,8732,2686,2141,5369,7534,2814
+,8136,4552,7132,4820,2353,6838,9236,7472,5178,632
+,6677,8123,3776,1223,2123,1318,1495,2973,146,5897
+,204,8919,7987,572,7996,157,1330,6465,9188,8442
+,2537,1125,846,3858,1946,9,1125,2474,7369,5437
+,8251,1530,4572,8914,7894,3994,1719,7706,226,9288
+,5428,3439,9706,9795,3597,2710,374,9198,5005,3617
+,1199,7840,7200,3169,1901,9061,6694,2678,4513,4378
-,28,0,0,0,0,0,0,0,0,0
-,844,0,0,0,0,0,0,0,0,0
+,9222,5364,5942,4650,6152,5905,4556,3646,1207,6350
+,8911,835,127,5255,7504,2358,6017,9355,1746,6095
+,5646,955,212,6203,9689,2276,5878,9718,4187,6882
+,5162,1029,4581,5864,7404,7780,3491,826,3380,2296
+,6453,9609,5572,6410,5060,7204,1343,1191,6271,3308
-,621,0,0,0,0,0,0,0,0,0
-,165,0,0,0,0,0,0,0,0,0
+,9083,2967,437,2019,8198,6626,8830,6009,9995,256
+,5519,8686,620,8189,4420,8949,6740,5966,5166,4093
+,7829,7760,7716,270,7265,8331,6326,9935,2493,4854
+,6114,1780,9035,7594,8610,6737,8040,7220,1969,5678
-,55,0,0,0,0,0,0,0,0,0
+,6357,2859,1229,4393,4707,5658,7337,689,1843,960
-,417,0,0,0,0,0,0,0,0,0
+,4704,9762,5162,1338,9067,6237,7575,9543,3309,4869
+,3774,8005,655,2141,5523,2623,2901,3279,5453,522
+,836,7622,6056,9112,3081,5800,3972,6930,4840,4530
+,8478,8829,1766,599,5748,6613,2934,6731,8481,2125
+,490,5410,523,2690,950,5697,6019,7960,9268,6487
+,9666,8623,2430,2084,9891,4404,7248,7463,627,6887
+,9872,3828,4300,2074,7969,484,5209,6863,7133,715
-,36,0,0,0,0,0,0,0,0,0
+,2190,1101,1706,563,8963,6143,9904,7048,7706,1723
+,7519,8026,4353,22,419,1245,859,4490,390,5383
+,8910,1849,4164,5986,8981,2719,5321,9756,5536,6691
+,9112,6043,1284,2545,5353,5778,217,1480,9168,6970
+,8135,9495,3181,3176,8513,2462,4896,345,9929,8729
+,6723,9909,5599,7130,3116,7137,1384,5957,9062,1974
+,26,9056,4331,9144,9303,9531,3573,6093,9611,1518
+,7170,329,9694,4784,8700,4822,3480,4347,8486,6528
+,1994,4340,3076,5823,4055,2447,2530,9446,5134,5425
+,2316,9199,5714,6985,9073,7179,5441,8151,8365,1608
+,7750,9255,5695,3305,3641,3824,2441,4477,4160,6232
+,4698,5235,2787,4851,2676,3049,2227,612,7219,1352
+,3332,4272,3746,3598,1892,8261,3913,186,902,195
+,2441,2168,2213,5215,9487,8934,2107,7676,5838,2615
+,1053,5239,5272,1048,6760,3959,4904,7685,1996,9901
+,972,1743,4447,5526,7641,484,5982,8293,6687,9443
+,600,2083,2380,7436,8143,9133,2067,5437,189,6315
+,7464,3565,5148,3683,6524,6459,2513,618,5200,5181
+,5412,4025,6008,9528,2950,7879,1118,361,7817,2948
+,5198,6009,5387,514,2599,2881,3011,3486,7775,5962
+,6268,3660,7547,4400,4418,3180,2551,1565,3066,8724
+,3449,1344,1273,3122,2775,4680,7452,3131,2540,8804
+,8621,9433,364,7553,1625,2956,5417,61,3316,3228
+,5810,9914,4850,7775,3776,3433,9530,2769,5769,7920
+,6660,1395,220,8992,9005,89,1433,1037,5774,7253
+,499,4809,6749,4836,6808,2337,6637,7388,6759,924
+,2056,8730,2866,736,7112,102,8023,2109,4937,4006
+,1197,5392,4221,4770,8036,5633,8424,6407,4498,7871
+,3414,9844,1828,9699,3799,9768,4499,4296,882,6413
-,445,0,0,0,0,0,0,0,0,0
+,9800,9539,1505,2339,5969,105,7447,1280,1816,576
+,7625,5021,872,7413,4521,7680,5078,2101,7203,794
+,2846,9276,8100,2474,3661,4945,907,5156,8944,1775
-,1000,0,0,0,0,0,0,0,0,0
+,6644,3055,2539,5454,7158,399,4752,7373,3921,1229
+,2643,5005,4513,3424,2418,9162,737,2026,2626,255
+,4721,5782,1726,9147,5192,1471,6160,4656,3784,2181
-,972,0,0,0,0,0,0,0,0,0
+,4590,1191,3823,2853,9130,3410,6080,2551,7399,8006
+,200,7691,421,82,3648,1757,7225,851,9539,5663
+,5338,5549,7150,6466,489,729,7556,9734,3070,4048
+,7577,2672,2167,7579,9790,46,8666,436,835,9530
+,5635,9353,9310,9163,6866,5388,9724,6320,9966,2594
+,8017,7576,1877,403,821,9152,6674,4965,7210,428
+,8813,2797,7147,5526,9268,862,6911,2173,2519,8288
-,912,0,0,0,0,0,0,0,0,0
+,3012,1275,4617,858,2320,4522,5397,8256,560,798
+,5948,5987,524,4928,507,4513,5659,5849,4956,5713
+,9001,9046,7008,6050,583,2303,6505,8237,4900,9525
+,5759,1358,2363,744,1868,7848,6349,8659,3575,473
+,1894,2502,3515,4960,6140,8529,9450,5891,1180,4785
+,1407,9881,66,4158,3493,1340,5583,765,3785,387
+,8901,2424,5944,5315,3814,5579,4,1437,6889,7719
+,7740,8796,9610,2694,8050,9226,2903,966,1717,1190
-,969,0,0,0,0,0,0,0,0,0
+,9305,7256,3606,3151,3537,7977,242,6269,9445,6794
+,6000,231,8262,2541,4530,4615,3052,9477,922,2397
-,20,0,0,0,0,0,0,0,0,0
+,1791,1960,5379,413,1044,271,4551,1886,7141,2893
+,8752,1186,4586,7821,242,2522,2454,2224,202,575
-,75,0,0,0,0,0,0,0,0,0
+,939,3075,8646,385,6187,5011,5915,9652,9846,1269
-,730,0,0,0,0,0,0,0,0,0
+,2430,8239,3522,9168,7675,9028,98,8514,6724,3514
+,5280,8828,4067,6821,2322,2163,7159,7096,706,9394
+,2650,9769,9125,2190,6759,6934,642,8020,3534,8050
+,6548,6081,4032,9046,9311,9924,4609,8721,9952,8022
+,3102,2644,920,5401,2752,8346,4166,3698,6613,2077
+,5141,6306,3844,3404,5744,1633,9975,2724,6117,854
+,9393,45,304,4026,618,8993,3892,7963,1587,1119
-,220,0,0,0,0,0,0,0,0,0
+,2066,4354,623,4129,5258,5712,2325,5023,1461,1536
-,90,0,0,0,0,0,0,0,0,0
+,1778,9143,7280,9746,3232,2300,2379,4538,677,7939
+,9352,9587,5907,4247,6979,5770,9595,4731,3190,5640
+,7933,680,9510,8610,5221,6200,5169,6451,3777,7673
+,3906,3341,2059,3676,3830,2748,3771,9455,3572,2891
+,8531,9205,3645,4092,6020,6793,6423,7765,8288,2820
+,7300,1075,743,1192,4206,5122,8209,8666,3300,134
+,8947,7754,9667,3035,6576,4727,2785,8632,8653,8292
+,3197,497,3864,6738,2074,7759,4895,6783,6630,8519
+,4899,8949,1335,6894,8433,860,7346,5610,7672,4977
-,6,0,0,0,0,0,0,0,0,0
+,1902,8476,8201,2068,3717,6624,689,9096,393,586
+,4503,4141,8683,6143,9496,6525,2482,4143,865,47
+,1584,8511,7763,3572,509,304,2982,4084,7582,1694
+,7008,4308,2245,9181,1983,7624,4903,1259,2717,3102
+,6762,9632,2307,2162,1244,5441,9813,7871,3248,616
+,1148,671,2983,191,1377,2089,3837,2217,1373,6008
+,4511,8627,8045,1298,9094,8356,4129,6194,2021,4736
+,1153,991,2294,3911,1343,6689,3649,3474,3373,82
-,448,0,0,0,0,0,0,0,0,0
+,5382,4197,7908,7455,969,9476,6914,2608,3783,2553
+,8973,163,2031,367,443,1716,1065,43,5570,3947
+,7315,3678,5640,9680,1194,7740,1491,3810,561,6099
+,4767,8424,8699,1491,888,7403,2482,6008,2153,5575
+,2814,7489,3438,6452,5206,506,9036,5156,8618,3105
+,1369,2343,4413,7403,1277,3041,6896,2745,8699,9906
+,2630,2494,7189,3206,4974,9665,2760,6065,7981,5741
+,4828,4991,7091,208,5636,2096,1263,6371,9987,146
+,3353,8584,6693,3196,8216,8927,5958,1337,8618,9696
+,2567,7789,5390,4251,5498,2547,2351,7180,2543,6766
+,7636,352,8963,6526,3008,5882,638,3856,8668,1052
+,2618,2724,8312,100,3270,6258,1654,4001,2536,2680
+,3035,7557,5952,8655,3449,6958,2221,6048,1572,6768
-,365,0,0,0,0,0,0,0,0,0
+,9409,18,9078,9527,6298,1287,6280,3681,7188,302
+,2234,5258,4414,9313,5293,1834,3608,934,9100,4167
+,5239,2317,2561,5400,6339,7321,9393,5769,8178,8646
+,2088,2242,897,2798,6325,9129,330,7075,3011,9163
+,8680,3730,7418,4130,2655,8348,2072,5660,8061,7661
+,2885,5590,5323,1213,2767,5659,9434,621,2163,7693
+,4569,4210,9409,9425,7923,2108,2095,5493,5106,4260
+,9399,2532,163,4738,2426,9997,7700,9545,7913,2762
+,2083,7057,3356,1095,940,9452,1050,4884,9362,7614
+,5293,1470,5628,8418,298,3982,8913,8477,4789,5559
+,5035,8751,5461,3231,6283,3310,176,7417,3051,532
-,5,0,0,0,0,0,0,0,0,0
+,3241,2094,4267,3777,926,3734,907,2008,159,6526
+,1740,7346,45,8260,6317,3261,4492,7273,7001,1366
+,3324,3656,8100,6860,4486,7162,3670,3204,6614,9145
+,3842,4135,9875,5308,7352,266,6234,1126,1522,9743
+,3524,3512,8243,6576,5351,7086,875,5352,2324,5245
-,884,0,0,0,0,0,0,0,0,0
+,6366,442,5025,9418,6150,1843,6696,6341,8725,259
+,6313,7475,9044,8719,8718,4883,468,8140,5475,2275
-,339,0,0,0,0,0,0,0,0,0
+,8651,4553,6030,3471,54,5085,7375,2518,7861,1918
-,144,0,0,0,0,0,0,0,0,0
-,257,0,0,0,0,0,0,0,0,0
+,921,2766,1043,199,7641,2618,892,5222,2888,7479
+,7263,1903,8226,600,2554,6753,328,6111,7110,9167
+,6203,2478,8617,677,3662,7806,8755,7277,9040,6510
-,939,0,0,0,0,0,0,0,0,0
+,7517,9702,8389,9115,1128,7680,7654,1617,9367,8180
+,3845,3460,5096,8250,647,9458,1140,964,8369,8766
+,1311,3682,689,2244,4900,8222,1481,3029,923,251
+,5530,6109,2065,348,3737,4816,8535,3281,3618,592
+,3740,1430,5810,7426,6864,8289,4019,1854,1872,3730
+,2089,3138,3574,6526,3347,1367,4799,3606,6151,8955
+,5223,4414,5325,9327,9377,6511,5295,8986,2617,7393
+,1276,284,5585,3153,9853,1730,5039,3146,2069,168
-,37,0,0,0,0,0,0,0,0,0
+,5060,4633,8630,5391,5638,8652,9056,8599,2223,6713
+,1549,5279,879,428,5273,5096,5069,3611,745,7498
+,6608,138,6539,8512,1545,215,6719,6920,96,7507
+,896,3073,4208,2443,6885,6412,8811,2200,4213,8318
+,6960,7531,5974,3383,6979,2571,3531,3231,7942,5044
+,1754,1294,6777,9971,2518,6108,2825,8482,5381,6403
+,1515,4907,4139,2260,7547,2697,7451,8882,6960,2968
+,1992,6170,9015,208,1306,1726,9186,7145,4970,4279
+,9576,70,2055,2009,503,6581,3065,658,2167,7551
+,1387,273,5378,8887,502,5261,7963,4191,59,3018
+,2125,8223,7851,3247,1099,6601,3220,1070,2591,8419
+,1312,2527,3530,2620,1018,9016,3248,2975,1033,6045
+,3279,4578,1977,238,776,4356,6740,4309,3814,9095
+,7817,3977,7495,3062,1856,2910,9722,9731,5235,903
+,7098,8070,9969,8701,4858,8596,4492,2679,5719,2734
+,6175,595,5238,6421,4858,5997,3080,5600,4560,9843
+,9956,9768,4841,945,297,1509,7227,7222,8376,8670
+,1521,3807,6384,8432,8148,3015,7837,6746,3243,2102
+,8420,9473,9221,8618,9921,5887,726,2591,615,517
+,7741,8824,1748,7232,4322,979,4172,9029,8520,582
+,542,8614,7970,2002,4322,9708,2229,4874,5788,5468
+,3447,8336,4862,1501,6769,3025,2322,190,5807,2607
+,9617,8659,3396,9314,8382,8790,8888,2011,7271,4775
+,561,8556,6576,8920,8952,2454,8911,8674,7601,6104
-,407,0,0,0,0,0,0,0,0,0
+,787,4695,6440,2054,1682,8869,3789,3418,3346,6898
+,3601,2980,6386,5992,4737,374,2378,3472,6470,1206
+,2723,244,1781,1024,5922,5036,9874,7747,3612,8845
+,5879,8435,1826,8452,1175,3491,2780,5753,952,1144
+,2909,2155,5498,1380,3481,5186,4299,9738,7195,3135
+,8501,1771,2798,2802,5964,8313,9138,3882,2061,8086
+,5670,8850,3423,2108,9711,9226,7656,1032,4852,6990
+,8533,3745,5408,6459,7454,965,8875,5518,3194,5268
+,5684,2195,6446,4131,5634,7743,212,7205,6889,922
+,6087,3946,3169,1847,7444,7816,8493,4743,3492,7911
+,1870,7765,8230,4725,7521,5321,9044,4662,1734,9976
+,6209,9245,1371,4472,1777,7531,9544,9605,9775,6139
-,740,0,0,0,0,0,0,0,0,0
+,4147,2400,8422,2066,2282,5508,1196,1073,9431,6493
-,890,0,0,0,0,0,0,0,0,0
+,5536,8731,9412,4972,5712,4478,6420,7338,1004,2662
+,2680,1385,7234,5830,1143,2764,9008,7753,2437,2475
+,8694,8596,2319,6313,8358,3732,4514,9001,7840,7087
